X_hat, cp_s, h_hat, cr, T_design, CF,SHB_CF, CAPEX_total, Total_profit, Total_CO2
1.000000,2.400000,50.000000,1.000000,400.000000,0.367765,0.773849,14.909263,534713.768048,5140.055007
1.000000,2.400000,55.000000,1.000000,400.000000,0.377944,0.795681,14.959263,549071.941202,5282.325681
1.000000,2.400000,60.000000,1.000000,400.000000,0.383985,0.808828,15.009263,557663.242410,5366.757344
1.000000,2.400000,65.000000,1.000000,400.000000,0.386929,0.812595,15.059263,561981.302775,5407.670428
1.000000,2.400000,70.000000,1.000000,400.000000,0.388456,0.818769,15.109263,564406.187973,5429.250070
1.000000,2.400000,75.000000,1.000000,400.000000,0.389693,0.819511,15.159263,566229.683930,5446.535292
1.000000,2.400000,80.000000,1.000000,400.000000,0.390596,0.821632,15.209263,567506.517736,5459.166801
1.000000,2.400000,85.000000,1.000000,400.000000,0.391120,0.823392,15.259263,568475.646409,5466.479779
1.000000,2.400000,90.000000,1.000000,400.000000,0.391548,0.823430,15.309263,569324.765747,5472.463125
1.000000,2.400000,95.000000,1.000000,400.000000,0.391738,0.825304,15.359263,569690.287912,5475.122390
1.000000,2.400000,100.000000,1.000000,400.000000,0.391976,0.825086,15.409263,570018.163543,5478.446472
1.000000,2.600000,5.000000,1.000000,400.000000,0.212139,0.462633,14.706296,302250.341414,2964.959590
1.000000,2.600000,10.000000,1.000000,400.000000,0.236435,0.510597,14.756296,336047.146530,3304.191852
1.000000,2.600000,15.000000,1.000000,400.000000,0.257986,0.558314,14.806296,367922.614426,3605.659130
1.000000,2.600000,20.000000,1.000000,400.000000,0.278915,0.597755,14.856296,399151.803774,3898.178274
1.000000,2.600000,25.000000,1.000000,400.000000,0.297560,0.637167,14.906296,428651.989903,4158.786240
1.000000,2.600000,30.000000,1.000000,400.000000,0.315630,0.673097,14.956296,456036.091327,4411.110888
1.000000,2.600000,35.000000,1.000000,400.000000,0.333233,0.702978,15.006296,483158.389193,4657.398418
1.000000,2.600000,40.000000,1.000000,400.000000,0.348549,0.737909,15.056296,506807.279385,4871.469246
1.000000,2.600000,45.000000,1.000000,400.000000,0.362957,0.765211,15.106296,528052.887568,5072.603044
1.000000,2.600000,50.000000,1.000000,400.000000,0.375994,0.791866,15.156296,547709.593344,5255.068216
1.000000,2.600000,55.000000,1.000000,400.000000,0.388123,0.813613,15.206296,564176.797367,5424.596356
1.000000,2.600000,60.000000,1.000000,400.000000,0.394211,0.829024,15.256296,572941.045079,5509.692835
1.000000,2.600000,65.000000,1.000000,400.000000,0.397731,0.834561,15.306296,578158.980217,5558.889236
1.000000,2.600000,70.000000,1.000000,400.000000,0.399301,0.839517,15.356296,580814.919751,5580.828172
1.000000,2.600000,75.000000,1.000000,400.000000,0.400823,0.840525,15.406296,583056.117292,5602.102292
1.000000,2.600000,80.000000,1.000000,400.000000,0.401822,0.844806,15.456296,584985.067203,5616.063433
1.000000,2.600000,85.000000,1.000000,400.000000,0.402773,0.845158,15.506296,586257.883463,5629.359758
1.000000,2.600000,90.000000,1.000000,400.000000,0.403154,0.847089,15.556296,587431.856984,5634.678287
1.000000,2.600000,95.000000,1.000000,400.000000,0.403772,0.848059,15.606296,588227.282037,5643.320899
1.000000,2.600000,100.000000,1.000000,400.000000,0.404343,0.848154,15.656296,588813.405968,5651.298693
1.000000,2.800000,5.000000,1.000000,400.000000,0.213994,0.471575,14.948909,305129.173224,2990.887423
1.000000,2.800000,10.000000,1.000000,400.000000,0.238623,0.513204,14.998909,339483.566421,3334.773399
1.000000,2.800000,15.000000,1.000000,400.000000,0.260650,0.561025,15.048909,371909.372083,3642.888839
